filename,transcription
rec_006_116_FIL_012,siyam
rec_006_116_FIL_013,sampu
rec_006_117_FIL_001,kanina
rec_006_117_FIL_002,kahapon
rec_006_117_FIL_003,nung isang araw
rec_006_117_FIL_004,nung isang linggo
rec_006_118_FIL_001,segundo
rec_006_118_FIL_002,minuto
rec_006_118_FIL_003,oras
rec_006_118_FIL_004,kalahating araw
rec_006_118_FIL_005,isang araw
rec_006_118_FIL_006,hindi ko alam
rec_006_118_FIL_007,nakalimutan ko na
rec_006_119_FIL_001,ulo harap hanggang likod
rec_006_119_FIL_002,gilid
rec_006_119_FIL_003,mata sa harap
rec_006_119_FIL_004,hindi ko alam
rec_006_119_FIL_005,nakalimutan ko na
rec_006_120_FIL_001,minsan
rec_006_120_FIL_002,hindi po
rec_006_120_FIL_003,oo
rec_006_120_FIL_004,hindi ko alam
rec_006_120_FIL_005,nakalimutan ko na
rec_006_121_FIL_001,ubo
rec_006_121_FIL_002,sipon
rec_006_121_FIL_003,lagnat
rec_006_121_FIL_004,ubo sipon at lagnat
rec_006_121_FIL_005,ubo at sipon
rec_006_121_FIL_006,lagnat lamang
rec_006_121_FIL_007,wala
rec_006_121_FIL_008,hindi ko alam
rec_006_121_FIL_009,nakalimutan ko na
rec_006_122_FIL_001,nasusuka
rec_006_122_FIL_002,nagsuka
rec_006_122_FIL_003,nahihilo
rec_006_122_FIL_004,nawalan ng malay
rec_006_122_FIL_005,nagdugo ang ilong
rec_006_122_FIL_006,wala
rec_006_122_FIL_007,hindi ko alam
rec_006_122_FIL_008,nakalimutan ko na
rec_006_123_FIL_001,pahinga
rec_006_123_FIL_002,natulog
rec_006_123_FIL_003,uminom ng maraming tubig
rec_006_123_FIL_004,tumigil sa pagga gadget
rec_006_123_FIL_005,wala
rec_006_123_FIL_006,pinabayaan ko lang
rec_006_123_FIL_007,uminom ng gamot
rec_006_124_FIL_001,oo
rec_006_124_FIL_002,wala
rec_006_124_FIL_003,hindi ko alam
rec_006_124_FIL_004,nakalimutan ko na
rec_006_125_FIL_001,pamamaga ng tenga
rec_006_125_FIL_002,pananakit ng tenga
rec_006_125_FIL_003,kakaibang tutuli
rec_006_125_FIL_004,pangangati ng tenga
rec_006_125_FIL_005,pamumula ng tenga
rec_006_125_FIL_006,sugat sa tenga
rec_006_125_FIL_007,wala sa nabanggit
rec_006_125_FIL_008,hindi ko alam
rec_006_125_FIL_009,nakalimutan ko na
rec_006_126_FIL_001,ngayon lang
rec_006_126_FIL_002,kahapon
rec_006_126_FIL_003,nung isang araw
rec_006_126_FIL_004,nung isang linggo
rec_006_126_FIL_005,nung isang buwan
rec_006_126_FIL_006,nakaraang taon
rec_006_126_FIL_007,hindi ko alam
rec_006_126_FIL_008,nakalimutan ko na
rec_006_127_FIL_001,kalahating araw
rec_006_127_FIL_002,isang araw
rec_006_127_FIL_003,dalawang araw
rec_006_127_FIL_004,tatlong araw
rec_006_127_FIL_005,apat na araw
rec_006_127_FIL_006,limang araw
rec_006_127_FIL_007,anim na araw
rec_006_127_FIL_008,isang linggo
rec_006_127_FIL_009,higit isang linggo
rec_006_127_FIL_010,hindi ko alam
rec_006_127_FIL_011,nakalimutan ko na
rec_006_128_FIL_001,kaliwa
rec_006_128_FIL_002,kanan
rec_006_128_FIL_003,pareho
rec_006_128_FIL_004,hindi ko alam
rec_006_128_FIL_005,nakalimutan ko na
rec_006_129_FIL_001,kinagat ng langgam
rec_006_129_FIL_002,napasukan ng tubig nung nag swimming
rec_006_129_FIL_003,biglaan nalang
rec_006_129_FIL_004,hindi ko alam
rec_006_129_FIL_005,nakalimutan ko na
rec_006_130_FIL_001,pag malakas na tunog o nasigaw
rec_006_130_FIL_002,dahil sa face shield sa likod ng tenga
rec_006_130_FIL_003,kapag may sipon
rec_006_130_FIL_004,kinagat ng langgam
rec_006_130_FIL_005,oo
rec_006_130_FIL_006,hindi
rec_006_130_FIL_007,hindi ko alam
rec_006_130_FIL_008,nakalimutan ko na
rec_006_131_FIL_001,hindi masakit
rec_006_131_FIL_002,konting sakit
rec_006_131_FIL_003,isa
rec_006_131_FIL_004,dalawa
rec_006_131_FIL_005,tatlo
rec_006_131_FIL_006,apat
rec_006_131_FIL_007,lima
rec_006_131_FIL_008,anim
rec_006_131_FIL_009,pito
rec_006_131_FIL_010,walo
rec_006_131_FIL_011,siyam
rec_006_131_FIL_012,sampu
rec_006_132_FIL_001,wala
rec_006_132_FIL_002,pinabayaan ko lang
rec_006_132_FIL_003,uminom ng gamot
rec_006_132_FIL_004,hindi ko alam
rec_006_132_FIL_005,nakalimutan ko na
rec_006_133_FIL_001,oo
rec_006_133_FIL_002,wala
rec_006_133_FIL_003,nakalimutan ko na
rec_006_133_FIL_004,hindi ko alam
rec_006_134_FIL_001,paracetamol
rec_006_134_FIL_002,hindi ko alam
rec_006_134_FIL_003,nakalimutan ko na
rec_006_135_FIL_001,hindi
rec_006_135_FIL_002,oo
rec_006_135_FIL_003,hindi ko alam
rec_006_135_FIL_004,nakalimutan ko na
rec_006_136_FIL_001,brown
rec_006_136_FIL_002,yellow
rec_006_136_FIL_003,pula
rec_006_136_FIL_004,hindi ko alam
rec_006_136_FIL_005,nakalimutan ko na
rec_006_137_FIL_001,ayos naman
rec_006_137_FIL_002,oo
rec_006_137_FIL_003,hindi
rec_006_137_FIL_004,opo
rec_006_138_FIL_001,ngayon lang
rec_006_138_FIL_002,kahapon
rec_006_138_FIL_003,nung isang araw
rec_006_138_FIL_004,nung isang linggo
rec_006_138_FIL_005,nakaraang buwan
rec_006_138_FIL_006,nakaraang taon
rec_006_138_FIL_007,matagal na
rec_006_138_FIL_008,nung sanggol pa lang ako
rec_006_138_FIL_009,hindi ko alam
rec_006_138_FIL_010,nakalimutan ko na
rec_006_139_FIL_001,kalahating araw
rec_006_139_FIL_002,isang araw
rec_006_139_FIL_003,dalawang araw
rec_006_139_FIL_004,tatlong araw
rec_006_139_FIL_005,apat na araw
rec_006_139_FIL_006,limang araw
rec_006_139_FIL_007,anim na araw
rec_006_139_FIL_008,isang linggo
rec_006_139_FIL_009,higit isang linggo
rec_006_139_FIL_010,hindi ko alam
rec_006_139_FIL_011,nakalimutan ko na
rec_006_140_FIL_001,kaliwa
rec_006_140_FIL_002,kanan
rec_006_140_FIL_003,kaliwa at kanan
rec_006_140_FIL_004,hindi ko alam
rec_006_140_FIL_005,nakalimutan ko na
rec_006_141_FIL_001,simula pagkabata
rec_006_141_FIL_002,impeksyon
rec_006_141_FIL_003,sugat
rec_006_141_FIL_004,komplikasyon mula sa sakit
rec_006_141_FIL_005,natusok
rec_006_141_FIL_006,hindi ko alam
rec_006_141_FIL_007,nakalimutan ko na
rec_006_142_FIL_001,opo
rec_006_142_FIL_002,oo
rec_006_142_FIL_003,hindi
rec_006_142_FIL_004,hindi ko alam
rec_006_142_FIL_005,nakalimutan ko na
rec_006_143_FIL_001,irrigasyon ng tenga
rec_006_143_FIL_002,nilinis
rec_006_143_FIL_003,wala
rec_006_143_FIL_004,nilagyan ng hydrogen peroxide
rec_006_143_FIL_005,hindi ko alam
rec_006_143_FIL_006,nakalimutan ko na
rec_006_144_FIL_001,oo
rec_006_144_FIL_002,opo
rec_006_144_FIL_003,hindi
rec_006_144_FIL_004,wala
rec_006_144_FIL_005,hindi ko alam
rec_006_144_FIL_006,nakalimutan ko na
rec_006_145_FIL_001,antibiotic
rec_006_145_FIL_002,eardrops
rec_006_145_FIL_003,hydrogen peroxide
rec_006_145_FIL_004,biogesic
rec_006_145_FIL_005,paracetamol
rec_006_145_FIL_006,mefenamic
rec_006_145_FIL_007,pain reliever
rec_006_145_FIL_008,hindi ko alam
rec_006_145_FIL_009,nakalimutan ko na
rec_006_146_FIL_001,pamamaga ng mata
rec_006_146_FIL_002,pamumula ng mata
rec_006_146_FIL_003,sugat sa mata
rec_006_146_FIL_004,panunuyo ng mata
rec_006_146_FIL_005,kuliti
rec_006_146_FIL_006,labis na pagmumuta
rec_006_146_FIL_007,sore eyes
rec_006_146_FIL_008,pangangati ng mata
rec_006_146_FIL_009,pananakit ng mata
rec_006_146_FIL_010,hindi ko alam
rec_006_146_FIL_011,nakalimutan ko na
rec_006_147_FIL_001,hindi masakit
rec_006_147_FIL_002,isa
rec_006_147_FIL_003,dalawa
rec_006_147_FIL_004,tatlo
rec_006_147_FIL_005,apat
rec_006_147_FIL_006,lima
rec_006_147_FIL_007,anim
rec_006_147_FIL_008,pito
rec_006_147_FIL_009,walo
rec_006_147_FIL_010,siyam
rec_006_147_FIL_011,sampu
rec_006_147_FIL_012,hindi ko alam
rec_006_147_FIL_013,nakalimutan ko na
rec_006_148_FIL_001,ngayon lang
rec_006_148_FIL_002,kahapon
rec_006_148_FIL_003,nung isang araw
rec_006_148_FIL_004,nung isang linggo
rec_006_148_FIL_005,nung isang buwan
rec_006_148_FIL_006,nakaraang taon
rec_006_148_FIL_007,hindi ko alam
rec_006_148_FIL_008,nakalimutan ko na
rec_006_149_FIL_001,kalahating araw
rec_006_149_FIL_002,isang araw
rec_006_149_FIL_003,dalawang araw
rec_006_149_FIL_004,tatlong araw
rec_006_149_FIL_005,apat na araw
rec_006_149_FIL_006,limang araw
rec_006_149_FIL_007,anim na araw
rec_006_149_FIL_008,isang linggo
rec_006_149_FIL_009,higit isang linggo
rec_006_149_FIL_010,hindi ko alam
rec_006_149_FIL_011,nakalimutan ko na
rec_006_150_FIL_001,kaliwa at kanan
rec_006_150_FIL_002,kaliwa
rec_006_150_FIL_003,kanan
rec_006_150_FIL_004,hindi ko alam
rec_006_150_FIL_005,nakalimutan ko na
rec_006_151_FIL_001,nakamot
rec_006_151_FIL_002,bigla nalang
rec_006_151_FIL_003,natusok
rec_006_151_FIL_004,napasukan ng alikabok
rec_006_151_FIL_005,kinagat na insekto
rec_006_151_FIL_006,hindi ko alam
rec_006_151_FIL_007,nakalimutan ko na
rec_006_152_FIL_001,binabad sa tubig
rec_006_152_FIL_002,nilinis yung sugat
rec_006_152_FIL_003,wala
rec_006_152_FIL_004,pinabayaan ko lang
rec_006_152_FIL_005,hindi ko alam
rec_006_152_FIL_006,nakalimutan ko na
rec_006_153_FIL_001,oo
rec_006_153_FIL_002,opo
rec_006_153_FIL_003,hindi ko alam
rec_006_153_FIL_004,nakalimutan ko na
rec_006_154_FIL_001,paracetamol
rec_006_154_FIL_002,biogesic
rec_006_154_FIL_003,pangpatak sa mata
rec_006_154_FIL_004,hindi ko alam
rec_006_154_FIL_005,nakalimutan ko na
rec_006_155_FIL_001,hindi po
rec_006_155_FIL_002,oo
rec_006_155_FIL_003,opo
rec_006_155_FIL_004,malinaw
rec_006_155_FIL_005,malabo
rec_006_156_FIL_001,sa malapit
rec_006_156_FIL_002,sa malayo
rec_006_156_FIL_003,hindi ko alam
rec_006_156_FIL_004,nakalimutan ko na
rec_006_157_FIL_001,nung nakaraang linggo
rec_006_157_FIL_002,nakaraang buwan
rec_006_157_FIL_003,nakaraang taon
rec_006_157_FIL_004,matagal na
rec_006_157_FIL_005,hindi ko alam
rec_006_157_FIL_006,nakalimutan ko na
rec_006_158_FIL_001,isang araw
rec_006_158_FIL_002,dalawang araw
rec_006_158_FIL_003,tatlong araw
rec_006_158_FIL_004,apat na araw
rec_006_158_FIL_005,limang araw
rec_006_158_FIL_006,anim na araw
rec_006_158_FIL_007,isang linggo
rec_006_158_FIL_008,higit isang linggo
rec_006_158_FIL_009,hindi ko alam
rec_006_158_FIL_010,nakalimutan ko na
rec_006_158_FIL_011,matagal na
rec_006_159_FIL_001,kaliwa
rec_006_159_FIL_002,kanan
rec_006_159_FIL_003,kaliwa at kanan
rec_006_160_FIL_001,biglaan na lamang
rec_006_160_FIL_002,nahilo ako
rec_006_160_FIL_003,madalas mag cellphone
rec_006_160_FIL_004,madalas magkompyuter
rec_006_160_FIL_005,madalas manood ng tv
rec_006_160_FIL_006,nagbabasa sa dilim
rec_006_160_FIL_007,nagbabasa habang umaandar na kotse
rec_006_160_FIL_008,hindi ko alam
rec_006_160_FIL_009,nakalimutan ko na
rec_006_161_FIL_001,oo
rec_006_161_FIL_002,opo
rec_006_161_FIL_003,hindi
rec_006_161_FIL_004,hindi ko alam
rec_006_161_FIL_005,nakalimutan ko na
rec_006_162_FIL_001,nilinis ang mata
rec_006_162_FIL_002,naglagay ng malamig na bimbo
rec_006_162_FIL_003,binabad sa tubig
rec_006_162_FIL_004,pinahinga
rec_006_162_FIL_005,binawasan ang panonood ng tv
rec_006_162_FIL_006,binawasan ang pagse cellphone
rec_006_162_FIL_007,iniiwasan na ang pagbabasa sa dilim
rec_006_162_FIL_008,wala
rec_006_162_FIL_009,hindi ko alam
rec_006_163_FIL_001,oo
rec_006_163_FIL_002,opo
rec_006_163_FIL_003,hindi
rec_006_163_FIL_004,wala
rec_006_163_FIL_005,hindi ko alam
rec_006_163_FIL_006,nakalimutan ko na
rec_006_164_FIL_001,eyedrops
rec_006_164_FIL_002,hindi ko alam
rec_006_164_FIL_003,nakalimutan ko na
rec_006_165_FIL_001,matagal na po
rec_006_165_FIL_002,wala pa
rec_006_165_FIL_003,hindi ko alam
rec_006_165_FIL_004,nakalimutan ko na
rec_006_166_FIL_001,magsuot ng salamin
rec_006_166_FIL_002,bawasan ang pagga gadget
rec_006_166_FIL_003,hindi ko alam
rec_006_166_FIL_004,nakalimutan ko na
rec_006_167_FIL_001,pag nagbabasa lang
rec_006_167_FIL_002,anti radiation glasses
rec_006_167_FIL_003,yung may grado
rec_006_167_FIL_004,wala
rec_006_167_FIL_005,hindi ko alam
rec_006_167_FIL_006,hindi ko na sinusuot
rec_006_167_FIL_007,ayoko suotin
rec_006_167_FIL_008,nakalimutan ko na
rec_006_168_FIL_001,walang grado
rec_006_168_FIL_002,mababa lang
rec_006_168_FIL_003,mas mababa sa fifty
rec_006_168_FIL_004,fifty
rec_006_168_FIL_005,fifty pataas
rec_006_168_FIL_006,mas mababa sa one hundred
rec_006_168_FIL_007,one hundred
rec_006_168_FIL_008,one hundred pataas
rec_006_168_FIL_009,mas mababa sa one fifty
rec_006_168_FIL_010,one fifty
rec_006_168_FIL_011,one fifty pataas
rec_006_168_FIL_012,mas mababa sa two hundred
rec_006_168_FIL_013,two hundred
rec_006_168_FIL_014,two hundred pataas
rec_006_168_FIL_015,mas mababa sa two fifty
rec_006_168_FIL_016,two fifty
rec_006_168_FIL_017,mas mataas sa two fifty
rec_006_169_FIL_001,walang grado
rec_006_169_FIL_002,mababa lang
rec_006_169_FIL_003,mas mababa sa fifty
rec_006_169_FIL_004,fifty
rec_006_169_FIL_005,fifty pataas
rec_006_169_FIL_006,mas mababa sa one hundred
rec_006_169_FIL_007,one hundred
rec_006_169_FIL_008,one hundred pataas
rec_006_169_FIL_009,mas mababa sa one fifty
rec_006_169_FIL_010,one fifty
rec_006_169_FIL_011,one fifty pataas
rec_006_169_FIL_012,mas mababa sa two hundred
rec_006_169_FIL_013,two hundred
rec_006_169_FIL_014,two hundred pataas
rec_006_169_FIL_015,mas mababa sa two fifty
rec_006_169_FIL_016,two fifty
rec_006_169_FIL_017,mas mataas sa two fifty
rec_006_170_FIL_001,o
rec_006_170_FIL_002,opo
rec_006_170_FIL_003,hindi po
rec_006_170_FIL_004,medyo
rec_006_170_FIL_005,hindi ko alam
rec_006_170_FIL_006,hindi ko sinusuot
rec_006_171_FIL_001,alerhiya sa ilong
rec_006_171_FIL_002,sinusitis
rec_006_171_FIL_003,bukol sa ilong
rec_006_171_FIL_004,wala
rec_006_171_FIL_005,hindi ko alam
rec_006_171_FIL_006,nakalimutan ko na
rec_006_172_FIL_001,ngayon lang
rec_006_172_FIL_002,kalahating araw
rec_006_172_FIL_003,isang araw
rec_006_172_FIL_004,dalawang araw
rec_006_172_FIL_005,tatlong araw
rec_006_172_FIL_006,apat na araw
rec_006_172_FIL_007,limang araw
rec_006_172_FIL_008,anim na araw
rec_006_172_FIL_009,isang linggo
rec_006_172_FIL_010,higit isang linggo
rec_006_172_FIL_011,hindi ko alam
rec_006_172_FIL_012,nakalimutan ko na
rec_006_173_FIL_001,isang araw
rec_006_173_FIL_002,dalawang araw
rec_006_173_FIL_003,tatlong araw
rec_006_173_FIL_004,apat na araw
rec_006_173_FIL_005,limang araw
rec_006_173_FIL_006,anim na araw
rec_006_173_FIL_007,isang linggo
rec_006_173_FIL_008,higit isang linggo
rec_006_174_FIL_001,kaliwa
rec_006_174_FIL_002,kanan
rec_006_174_FIL_003,pareho
rec_006_174_FIL_004,hindi ko alam
rec_006_174_FIL_005,nakalimutan ko na
rec_006_175_FIL_001,napasukan ng bagay
rec_006_175_FIL_002,bigla nalang
rec_006_175_FIL_003,natusok
rec_006_175_FIL_004,kinagat ng lamok
rec_006_175_FIL_005,alikabok
rec_006_175_FIL_006,nung sanggol pa lang ako
rec_006_175_FIL_007,hindi ko alam
rec_006_175_FIL_008,nakalimutan ko na
rec_006_176_FIL_001,dinala sa ospital
rec_006_176_FIL_002,nilinis
rec_006_176_FIL_003,binabad sa malamig na bimpo
rec_006_176_FIL_004,binabad sa mainit na bimpo
rec_006_176_FIL_005,iniiwasan ang alikabok
rec_006_176_FIL_006,hindi ko alam
rec_006_176_FIL_007,nakalimutan ko na
rec_006_177_FIL_001,oo
rec_006_177_FIL_002,opo
rec_006_177_FIL_003,wala
rec_006_177_FIL_004,hindi ko alam
rec_006_177_FIL_005,nakalimutan ko na
rec_006_178_FIL_001,biogesic
rec_006_178_FIL_002,paracetamol
rec_006_178_FIL_003,antihistamine
rec_006_178_FIL_004,antibiotic
rec_006_178_FIL_005,cetirizine
rec_006_178_FIL_006,disudrin
rec_006_178_FIL_007,hindi ko alam
rec_006_178_FIL_008,nakalimutan ko na
rec_006_179_FIL_001,sumakit ang ilong
rec_006_179_FIL_002,kumati ang ilong
rec_006_179_FIL_003,nagdugo ang ilong
rec_006_179_FIL_004,napasukan ng bagay
rec_006_179_FIL_005,namaga ang ilong
rec_006_179_FIL_006,wala sa nabanggit
rec_006_179_FIL_007,hindi ko alam
rec_006_179_FIL_008,nakalimutan ko na
rec_006_180_FIL_001,papel
rec_006_180_FIL_002,plastik
rec_006_180_FIL_003,beads
rec_006_180_FIL_004,bato
rec_006_180_FIL_005,tisyu
rec_006_180_FIL_006,kahoy
rec_006_180_FIL_007,jolen
rec_006_180_FIL_008,beans
rec_006_181_FIL_001,wala
rec_006_181_FIL_002,isa
rec_006_181_FIL_003,dalawa
rec_006_181_FIL_004,tatlo
rec_006_181_FIL_005,apat
rec_006_181_FIL_006,lima
rec_006_181_FIL_007,anim
rec_006_181_FIL_008,pito
rec_006_181_FIL_009,walo
rec_006_181_FIL_010,siyam
rec_006_181_FIL_011,sampu
rec_006_182_FIL_001,ngayon
rec_006_182_FIL_002,kahapon
rec_006_182_FIL_003,nung isang araw
rec_006_182_FIL_004,nung isang linggo
rec_006_182_FIL_005,nung isang buwan
rec_006_182_FIL_006,nung isang taon
rec_006_182_FIL_007,matagal na
rec_006_182_FIL_008,hindi ko alam
rec_006_182_FIL_009,hindi ko matandaan
rec_006_183_FIL_001,segundo
rec_006_183_FIL_002,minuto
rec_006_183_FIL_003,oras
rec_006_183_FIL_004,kalahating araw
rec_006_183_FIL_005,isang araw
rec_006_183_FIL_006,dalawang araw
rec_006_183_FIL_007,tatlong araw
rec_006_183_FIL_008,apat na araw
rec_006_183_FIL_009,limang araw
rec_006_183_FIL_010,anim na araw
rec_006_183_FIL_011,isang linggo
rec_006_183_FIL_012,hindi ko alam
rec_006_183_FIL_013,nakalimutan ko na
rec_006_184_FIL_001,kaliwa
rec_006_184_FIL_002,kanan
rec_006_184_FIL_003,pareho
rec_006_184_FIL_004,hindi ko alam
rec_006_184_FIL_005,nakalimutan ko na
rec_006_185_FIL_001,napasukan ng tubig
rec_006_185_FIL_002,kinagat ng insekto
rec_006_185_FIL_003,biglaan nalang
rec_006_185_FIL_004,natusok
rec_006_185_FIL_005,impeksyon
rec_006_185_FIL_006,nung sanggol pa lang ako
rec_006_185_FIL_007,naalikabukan
rec_006_185_FIL_008,sobrang init
rec_006_185_FIL_009,hindi ko alam
rec_006_185_FIL_010,nakalimutan ko na
rec_006_186_FIL_001,tumapat sa electric fan
rec_006_186_FIL_002,nagpunas ng malamig na bimpo
rec_006_186_FIL_003,nagdampi ng mainit na bimpo sa ilong
rec_006_186_FIL_004,umiwas alikabok
rec_006_186_FIL_005,natulog
rec_006_186_FIL_006,nagpahinga
rec_006_186_FIL_007,pinabayaan ko lang
rec_006_186_FIL_008,hindi ko alam
rec_006_186_FIL_009,hindi ko matandaan
rec_006_187_FIL_001,oo
rec_006_187_FIL_002,opo
rec_006_187_FIL_003,hindi
rec_006_187_FIL_004,wala
rec_006_187_FIL_005,hindi ko alam
rec_006_187_FIL_006,nakalimutan ko na
rec_006_188_FIL_001,antibiotics
rec_006_188_FIL_002,antihistamine
rec_006_188_FIL_003,biogesic
rec_006_188_FIL_004,pain reliever
rec_006_188_FIL_005,hindi ko alam
rec_006_188_FIL_006,nakalimutan ko na
rec_006_189_FIL_001,minsan lang sa umaga at gabi
rec_006_189_FIL_002,lagi naman po
rec_006_189_FIL_003,opo
rec_006_189_FIL_004,umaga hapon gabi
rec_006_189_FIL_005,isa sa gabi
rec_006_189_FIL_006,hindi
rec_006_190_FIL_001,nakalimutan ko
rec_006_190_FIL_002,tinatamad ako
rec_006_190_FIL_003,ayoko
rec_006_190_FIL_004,walang sipilyo
rec_006_190_FIL_005,walang toothpaste
rec_006_190_FIL_006,ayoko ng lasa
rec_006_190_FIL_007,hindi ko alam
rec_006_191_FIL_001,wala pa po
rec_006_191_FIL_002,hindi pa po
rec_006_191_FIL_003,nagpalinis ng ngipin
rec_006_191_FIL_004,nung grade two po ako
rec_006_191_FIL_005,matagal na po
rec_006_191_FIL_006,kahapon
rec_006_191_FIL_007,nung isang araw
rec_006_191_FIL_008,nung isang linggo
rec_006_191_FIL_009,nung isang buwan
rec_006_191_FIL_010,nakaraang taon
rec_006_191_FIL_011,bago mag pandemya
rec_006_191_FIL_012,hindi ko alam
rec_006_191_FIL_013,nakalimutan ko na
rec_006_192_FIL_001,check up
rec_006_192_FIL_002,nagpabunot ng ngipin
rec_006_192_FIL_003,nagpa pasta
rec_006_192_FIL_004,tinanggal yung bulok na ngipin
rec_006_192_FIL_005,nagpa adjust ng braces
rec_006_192_FIL_006,hindi ko alam
rec_006_192_FIL_007,nakalimutan ko na
rec_006_193_FIL_001,tuwing kumakain ng chocolate
rec_006_193_FIL_002,nakagat ko yung kutsara
rec_006_193_FIL_003,matagal na po
rec_006_193_FIL_004,hindi pa po
rec_006_193_FIL_005,inudjust yung braces
rec_006_193_FIL_006,may tumutubong ngipin
rec_006_193_FIL_007,wala na po bulok na ngipin
rec_006_193_FIL_008,opo minsan
rec_006_193_FIL_009,kumakain ng matatamis
rec_006_193_FIL_010,minsan
rec_006_193_FIL_011,nung nabungi
rec_006_193_FIL_012,hindi
rec_006_194_FIL_001,ngayon lang
rec_006_194_FIL_002,kalahating araw na
rec_006_194_FIL_003,isang araw na
rec_006_194_FIL_004,kahapon lang
rec_006_194_FIL_005,nung isang araw lang
rec_006_194_FIL_006,nung isang linggo
rec_006_194_FIL_007,nung isang buwan
rec_006_194_FIL_008,hindi ko alam
rec_006_194_FIL_009,nakalimutan ko na
rec_006_195_FIL_001,kalahating araw
rec_006_195_FIL_002,isang araw
rec_006_195_FIL_003,dalawang araw
rec_006_195_FIL_004,apat na araw
rec_006_195_FIL_005,limang araw
rec_006_195_FIL_006,anim na araw
rec_006_195_FIL_007,isang linggo
rec_006_195_FIL_008,higit sa isang linggo
rec_006_195_FIL_009,hindi ko alam
rec_006_195_FIL_010,nakalimutan ko na
rec_006_196_FIL_001,harap na ngipin
rec_006_196_FIL_002,sa kaliwa sa likod
rec_006_196_FIL_003,sa kanan sa likod
rec_006_196_FIL_004,sa harap sa kanan
rec_006_196_FIL_005,sa harap sa kaliwa
rec_006_196_FIL_006,hindi ko alam
rec_006_196_FIL_007,nakalimutan ko na
rec_006_197_FIL_001,oo
rec_006_197_FIL_002,hindi
rec_006_197_FIL_003,hindi ko alam
rec_006_197_FIL_004,ewan ko
rec_006_198_FIL_001,nabubulok na ngipin
rec_006_198_FIL_002,kumakain ng ice cream at kendi
rec_006_198_FIL_003,impeksyon
rec_006_198_FIL_004,pamamaga
rec_006_198_FIL_005,hindi ko alam
rec_006_198_FIL_006,makalimutan ko na
rec_006_199_FIL_001,konting sakit
rec_006_199_FIL_002,isa
rec_006_199_FIL_003,dalawa
rec_006_199_FIL_004,tatlo
rec_006_199_FIL_005,apat
rec_006_199_FIL_006,lima
rec_006_199_FIL_007,anim
rec_006_199_FIL_008,pito
rec_006_199_FIL_009,walo
rec_006_199_FIL_010,siyam
rec_006_199_FIL_011,sampu
rec_006_200_FIL_001,binabad sa malamig na tubig
rec_006_200_FIL_002,sumisipsip sip ng yelo
rec_006_200_FIL_003,nagmumog ng asin
rec_006_200_FIL_004,nagsisipilyo
rec_006_200_FIL_005,nagmumumog
rec_006_200_FIL_006,binabawasan ang pagkain ng matatamis
rec_006_200_FIL_007,pinapabayaan ko lang
rec_006_200_FIL_008,pinapahinga
rec_006_200_FIL_009,tinutulog
rec_006_200_FIL_010,hindi ko alam
rec_006_200_FIL_011,nakalimutan ko na
rec_006_201_FIL_001,oo
rec_006_201_FIL_002,wala
rec_006_201_FIL_003,hindi ko alam
rec_006_201_FIL_004,nakalimutan ko na
rec_006_202_FIL_001,paracetamol
rec_006_202_FIL_002,biogesic
rec_006_202_FIL_003,tempra
rec_006_202_FIL_004,calpol
rec_006_203_FIL_001,pananakit
rec_006_203_FIL_002,sugat
rec_006_203_FIL_003,singaw
rec_006_203_FIL_004,hindi sinasadyang pagkagat
rec_006_203_FIL_005,mabahong hininga
rec_006_203_FIL_006,wala sa nabanggit
rec_006_203_FIL_007,hindi ko alam
rec_006_204_FIL_001,walang sakit
rec_006_204_FIL_002,isa
rec_006_204_FIL_003,dalawa
rec_006_204_FIL_004,tatlo
rec_006_204_FIL_005,apat
rec_006_204_FIL_006,lima
rec_006_204_FIL_007,anim
rec_006_204_FIL_008,pito
rec_006_204_FIL_009,walo
rec_006_204_FIL_010,siyam
rec_006_204_FIL_011,sampu
rec_006_205_FIL_001,ngayon lang
rec_006_205_FIL_002,kanina lang
rec_006_205_FIL_003,kahapon
rec_006_205_FIL_004,nung isang araw
rec_006_205_FIL_005,nakaraang linggo
rec_006_205_FIL_006,nakaraang buwan
rec_006_205_FIL_007,hindi ko alam
